Status,Progress,Finished,ExternalReference,DistributionChannel,UserLanguage,Q1,Q2,Q13,Q3,Q4,Q5,Q6,Q6_6_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q8_1,Q8_2,Q8_3,Q9_1,Q9_2,Q9_3,Q10_1,Q10_2,Q10_3
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,5.0,1,"2,5",,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,7.0,"1,2","1,2,4,5",,4.0,4.0,4.0,5.0,1.0,3.0,3.0,2.0,4.0,5.0,,3.0,4.0
0,100,1,,anonymous,FR,3.0,1.0,1.0,2.0,5.0,1,"1,4",,3.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,2.0,4.0,1,"1,2",,4.0,3.0,4.0,5.0,4.0,5.0,5.0,,3.0,4.0,,,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,7.0,1,"1,2,4",,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,1.0,4.0,,3.0,4.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,2.0,5.0,1,"1,6",Création de flyer,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,1.0,3.0
0,100,1,,anonymous,FR,3.0,1.0,1.0,1.0,5.0,"1,2","1,4,5",,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0
0,100,1,,anonymous,FR,5.0,2.0,1.0,2.0,2.0,2,4,,5.0,5.0,5.0,5.0,3.0,3.0,3.0,,1.0,3.0,,3.0,4.0
0,100,1,,anonymous,FR,5.0,2.0,1.0,2.0,3.0,1,4,,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,4.0,4.0,,1.0,3.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,2.0,4.0,1,"1,4",,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,,1.0,4.0
0,100,1,,anonymous,FR,3.0,1.0,1.0,1.0,6.0,"1,2","1,2,3,4,5",,4.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,3.0,5.0,5.0,3.0,4.0
0,100,1,,anonymous,FR,6.0,2.0,1.0,2.0,2.0,1,4,,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,,1.0,3.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,2.0,4.0,1,"1,4",,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,,1.0,4.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,5.0,"1,2","1,2,3",,5.0,4.0,4.0,5.0,1.0,,3.0,4.0,3.0,4.0,,1.0,1.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,5.0,"1,2","1,2,3,4,6",Création d'images,5.0,3.0,4.0,5.0,1.0,,3.0,4.0,5.0,5.0,,1.0,3.0
0,100,1,,anonymous,FR,1.0,2.0,1.0,1.0,4.0,"1,2","1,4,6",Images ,5.0,5.0,5.0,5.0,1.0,,3.0,3.0,3.0,3.0,,1.0,3.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,6.0,"1,2","1,2,4,5,6",Conseils pour la musculation,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,3.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,6.0,1,"1,2,4,5",,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,6.0,1,"1,4,5",,4.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,5.0,1,"4,5",,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,6.0,1,"1,4,5",,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0
0,100,1,,anonymous,FR,3.0,1.0,1.0,1.0,5.0,1,"1,2,3,4,5",,4.0,4.0,4.0,5.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,4.0,4.0,2,"2,3,4",,5.0,4.0,3.0,5.0,1.0,3.0,3.0,3.0,4.0,3.0,,1.0,3.0
0,100,1,,anonymous,FR,5.0,2.0,1.0,2.0,3.0,1,4,,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,,1.0,4.0
0,100,1,,anonymous,FR,3.0,1.0,1.0,1.0,6.0,"1,2","1,4,5",,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,2.0,3.0,1,4,,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,2.0,4.0,1,"1,4",,5.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,,1.0,3.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,5.0,1,"4,5",,4.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,6.0,1,"4,5",,4.0,3.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,6.0,1,"4,5,6",j'utilise comme to do list,4.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,6.0,"1,2","1,4,5",,4.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0
0,100,1,,anonymous,FR,2.0,1.0,1.0,1.0,7.0,1,"1,4,5",,4.0,3.0,5.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,7.0,"1,2","1,2,4",,5.0,5.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,6.0,1,"1,5",,4.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0
0,100,1,,anonymous,FR,3.0,1.0,1.0,1.0,6.0,1,"1,5",,4.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0
0,100,1,,anonymous,FR,3.0,1.0,1.0,2.0,4.0,1,1,,4.0,4.0,4.0,5.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,5.0,1,"1,4,5",,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0
0,100,1,,anonymous,FR,4.0,1.0,1.0,2.0,4.0,1,"1,4",,4.0,3.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,6.0,1,"1,2,4,5",,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,2.0,4.0,1,"1,4",,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,,3.0,4.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,6.0,"1,2","1,2,4,5",,5.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,,1.0,4.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,7.0,1,"1,4,5",,4.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,6.0,1,"1,3,4",,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0
0,100,1,,anonymous,FR,3.0,1.0,1.0,1.0,6.0,1,"1,3,4",,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,1.0,4.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,7.0,"1,2","1,2,4,5",,4.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,5.0,"1,2","1,3,4,6",création de memes sur internet,5.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,,1.0,4.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,2.0,5.0,1,"1,3,4",,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,,3.0,,1.0,3.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,2.0,6.0,1,"1,4",,4.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,,1.0,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,2.0,6.0,1,"1,2,4",,5.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,,1.0,3.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,2.0,7.0,1,"1,3,4",,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,,1.0,3.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,2.0,6.0,1,"1,2,4",,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,1.0,3.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,2.0,6.0,1,"1,4",,4.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,,1.0,3.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,2.0,7.0,"1,2","1,2,4,6",Aide pour powerpoint,5.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,1.0,2.0,,1.0,4.0
0,100,1,,anonymous,FR,3.0,1.0,1.0,2.0,7.0,1,"1,2,4",,3.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,,1.0,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,5.0,1,"1,4,5",,5.0,3.0,3.0,5.0,1.0,5.0,5.0,3.0,1.0,4.0,,1.0,4.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,4.0,5.0,1,"1,2",,5.0,5.0,4.0,5.0,1.0,4.0,3.0,,1.0,2.0,,1.0,3.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,4.0,6.0,2,"2,6",Discussion normale avec chatgpt,5.0,5.0,4.0,5.0,1.0,3.0,,1.0,1.0,,,1.0,3.0
0,100,1,,anonymous,FR,2.0,1.0,1.0,4.0,6.0,2,"1,6",Journal intime,5.0,2.0,2.0,5.0,1.0,3.0,,,1.0,1.0,,1.0,3.0
0,100,1,,anonymous,FR,2.0,1.0,1.0,1.0,6.0,"1,2","1,6",Recette de cuisine,5.0,5.0,4.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,,1.0,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,7.0,"1,2","1,4,6",pour cuisiner,5.0,4.0,5.0,4.0,1.0,4.0,3.0,3.0,5.0,5.0,,1.0,5.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,7.0,"1,2","1,2,4,5,6",Trouver des recettes,5.0,3.0,4.0,5.0,1.0,4.0,5.0,3.0,5.0,5.0,,1.0,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,7.0,"1,2","1,2,4,6",m'aide pour la cuisine,5.0,3.0,4.0,5.0,1.0,4.0,4.0,4.0,5.0,4.0,,1.0,5.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,6.0,1,"1,4,5",,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,,1.0,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,2.0,2.0,2,3,,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,,1.0,3.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,4.0,3.0,2,6,Création d'image pour l'armée,4.0,3.0,3.0,5.0,1.0,3.0,3.0,4.0,2.0,3.0,,1.0,3.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,4.0,4.0,2,6,Recettes ,5.0,2.0,4.0,4.0,1.0,3.0,3.0,,2.0,3.0,,1.0,4.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,5.0,1,"1,4",,4.0,3.0,4.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0
0,100,1,,anonymous,FR,2.0,1.0,1.0,1.0,6.0,1,"1,4,5",,5.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,1.0,4.0
0,100,1,,anonymous,FR,2.0,1.0,1.0,1.0,7.0,"1,2","1,2,4,5",,4.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,3.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,7.0,"1,2","1,3,4,6",pour cuisiner,4.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,1.0,3.0,,4,,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,,2.0,4.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,2.0,3.0,1,1,,3.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,,1.0,4.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,1.0,5.0,"1,2","1,2,6",recepies to cook,4.0,2.0,3.0,5.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0
0,100,1,,anonymous,FR,5.0,2.0,1.0,2.0,2.0,1,4,,3.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,,1.0,5.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,5.0,1,"1,3,4",,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,,1.0,4.0
0,100,1,,anonymous,FR,3.0,1.0,1.0,2.0,4.0,"1,2","1,4,6",cuisiner,4.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,1.0,2.0,5.0,2.0,5.0
0,100,1,,anonymous,FR,2.0,1.0,1.0,1.0,6.0,1,"1,4,5",,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,,1.0,5.0
0,100,1,,anonymous,FR,3.0,2.0,1.0,2.0,6.0,"1,2","1,2,3,4,6",Conseil investissements,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,7.0,1,"1,4",,4.0,3.0,3.0,5.0,1.0,4.0,4.0,1.0,3.0,1.0,5.0,1.0,4.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,1.0,4.0,1,"1,3,5,6",Cuisine ,4.0,3.0,2.0,2.0,5.0,3.0,4.0,,4.0,3.0,4.0,2.0,5.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,2.0,4.0,1,"1,3,4,6",Images,4.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,5.0,3.0,,1.0,4.0
0,100,1,,anonymous,FR,2.0,1.0,1.0,1.0,6.0,"1,2","1,2,4,5",,4.0,2.0,3.0,4.0,2.0,4.0,4.0,,4.0,3.0,5.0,1.0,5.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,,6.0,1,"1,2,4",,4.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,1.0,2.0,,1.0,4.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,2.0,4.0,1,"1,4",,4.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,,2.0,4.0
0,100,1,,anonymous,FR,2.0,1.0,1.0,2.0,5.0,1,"1,4",,4.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0
0,100,1,,anonymous,FR,5.0,2.0,1.0,2.0,4.0,1,"1,2",,5.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,4.0,4.0,1,"2,4",,4.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,,1.0,2.0,1.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,2.0,5.0,1,3,,4.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,,1.0,2.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,4.0,4.0,2,"3,6",Images,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,,1.0,4.0
0,100,1,,anonymous,FR,2.0,2.0,1.0,2.0,5.0,1,5,,4.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,,1.0,4.0
0,100,1,,anonymous,FR,5.0,2.0,1.0,2.0,2.0,1,4,,2.0,1.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,,3.0,3.0
0,100,1,,anonymous,FR,2.0,1.0,1.0,2.0,2.0,2,1,,4.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,2.0,3.0,,1.0,3.0
0,100,1,,anonymous,FR,2.0,1.0,1.0,2.0,3.0,1,4,,4.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0,,1.0,5.0
0,100,1,,anonymous,FR,2.0,1.0,1.0,1.0,4.0,"1,2","1,4,6",recettes de cuisine,3.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,,1.0,5.0
0,100,1,,anonymous,FR,4.0,2.0,1.0,2.0,5.0,"1,2","1,3,4,6",création de mini-jeux,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,,1.0,4.0
